VolumeContinueKey.keys,VolumeContinueKey.rt,HeadphoneContinueKey.keys,HeadphoneContinueKey.rt,CheckResp.keys,CheckResp.corr,CheckResp.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,File,Correct,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,WelcomeContinueKey2.keys,WelcomeContinueKey2.rt,Practice_resp.keys,Practice_resp.corr,Practice_resp.rt,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,PracticeTrials.ran,SoundFile5,Correct2,Type,StartTast.keys,StartTast.rt,key_resp.keys,key_resp.corr,key_resp.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ExitKey.keys,ExitKey.rt
space,13.259395,space,15.250535,2,1,3.306655,0,0,0,3,1,Headphone/t2_2.wav,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.43452,0,1,1,5,1,Headphone/t3_2.wav,3,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2,1,0.76868,0,2,2,2,1,Headphone/t2_1.wav,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.33077,0,3,3,1,1,Headphone/t1_2.wav,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,1,0.131815,0,4,4,0,1,Headphone/t1_1.wav,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3,1,0.042005,0,5,5,4,1,Headphone/t3_1.wav,3,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,space,26.01432,space,17.26646,space,6.102045,2,1,8.50432,0,0,0,0,1,Practice/Seagull_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,1.2044,0,1,1,1,1,Practice/Skid_B.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,1,0.93875,0,2,2,2,1,Practice/Seagull_A.wav,1,OLD,,,,,,,,,,,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,1,0,1.2509,0,3,3,3,1,Practice/Gargle_A.wav,3,NEW,,,,,,,,,,,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,2,1,1.61114,0,4,4,4,1,Practice/Gargle_B.wav,2,SIMILAR,,,,,,,,,,,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Elephant_A.wav,3,NEW,space,13.139225,2,1,3.544235,0,0,0,0,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,3,NEW,,,2,1,1.18486,0,1,1,1,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Chime_B.wav,3,NEW,,,2,1,0.17385,0,2,2,2,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,3,NEW,,,2,1,0.188005,0,3,3,3,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,3,NEW,,,2,1,0.24454,0,4,4,4,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Pour.wav,3,NEW,,,2,1,0.111745,0,5,5,5,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,3,NEW,,,2,1,1.605155,0,6,6,6,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Thunder_A.wav,1,OLD,,,2,0,2.472355,0,7,7,7,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,3,NEW,,,2,1,1.14614,0,8,8,8,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Baby_B.wav,3,NEW,,,2,1,0.388515,0,9,9,9,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,3,NEW,,,2,1,0.472535,0,10,10,10,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Typing.wav,1,OLD,,,1,1,1.173855,0,11,11,11,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chime_A.wav,2,SIMILAR,,,2,1,4.444435,0,12,12,12,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,3,NEW,,,2,1,0.31963,0,13,13,13,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Elephant_A.wav,1,OLD,,,1,1,0.293685,0,14,14,14,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Writing_A.wav,3,NEW,,,2,1,0.38495,0,15,15,15,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Faucet_A.wav,3,NEW,,,2,1,0.29286,0,16,16,16,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Toilet_B.wav,1,OLD,,,1,1,0.27105,0,17,17,17,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Sleighbells_B.wav,1,OLD,,,1,1,0.61488,0,18,18,18,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,3,NEW,,,2,1,0.07899,0,19,19,19,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Pour_C.wav,2,SIMILAR,,,2,1,0.33774,0,20,20,20,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Buzz.wav,1,OLD,,,1,1,0.85062,0,21,21,21,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Baby_A.wav,2,SIMILAR,,,2,1,0.722425,0,22,22,22,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Writing_C.wav,2,SIMILAR,,,2,1,0.58767,0,23,23,23,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Mosquito_B.wav,1,OLD,,,1,1,0.421515,0,24,24,24,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cough_A.wav,3,NEW,,,2,1,0.41915,0,25,25,25,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/DialTone.wav,1,OLD,,,1,1,1.29432,0,26,26,26,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,3,NEW,,,2,1,0.33063,0,27,27,27,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,3,NEW,,,2,1,0.67182,0,28,28,28,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_C.wav,3,NEW,,,2,1,0.0276,0,29,29,29,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,3,NEW,,,2,1,0.50782,0,30,30,30,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Faucet_B.wav,2,SIMILAR,,,2,1,0.272375,0,31,31,31,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Duck_A.wav,3,NEW,,,2,1,0.432925,0,32,32,32,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Laugh_A.wav,3,NEW,,,2,1,0.42717,0,33,33,33,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Wind_B.wav,1,OLD,,,1,1,7.65143,0,34,34,34,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,3,NEW,,,2,1,0.32702,0,35,35,35,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,3,NEW,,,2,1,0.40803,0,36,36,36,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,3,NEW,,,2,1,0.905905,0,37,37,37,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Heartbeat.wav,1,OLD,,,2,0,1.04008,0,38,38,38,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Airplane_B.wav,3,NEW,,,2,1,0.250295,0,39,39,39,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Cough_D.wav,2,SIMILAR,,,2,1,0.396185,0,40,40,40,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Bird_D.wav,2,SIMILAR,,,2,1,0.260815,0,41,41,41,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Trumpet_B.wav,3,NEW,,,2,1,0.31635,0,42,42,42,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/IceDrop.wav,1,OLD,,,1,1,0.465345,0,43,43,43,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Sneeze_B.wav,3,NEW,,,2,1,0.396285,0,44,44,44,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Puff_A.wav,1,OLD,,,1,1,0.280125,0,45,45,45,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/NoRepeat/Snore_B.wav,3,NEW,,,2,1,0.6287,0,46,46,46,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Lures/Guitar_B.wav,1,OLD,,,1,1,0.334575,0,47,47,47,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Cat_A.wav,3,NEW,,,2,1,0.250685,0,48,48,48,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Whistle_A.wav,3,NEW,,,2,1,0.69495,0,49,49,49,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Duck_B.wav,2,SIMILAR,,,2,1,0.437685,0,50,50,50,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Laugh_D.wav,2,SIMILAR,,,2,1,0.3477,0,51,51,51,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Doubled/Chicken_A.wav,1,OLD,,,1,1,0.28695,0,52,52,52,1,,
,,,,,,,,,,,,,1,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Initial/Repeat/Cello.wav,1,OLD,,,1,1,0.479705,0,53,53,53,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Test/Foils/Slurp.wav,3,NEW,,,2,1,2.532745,0,54,54,54,1,,
,,,,,,,,,,,,,2,5ee7dffbf5b63e0c9d20661f,001,2021-02-18_17h04.25.411,GuessTheSound,2020.2.10,Win32,60,,,,,,,,,,,,,,,Chomp_B.wav,3,NEW,,,2,1,0.81428,0,55,55,55,1,,
